name,type,value,date
"菲律宾","PH","2311","2020-04-01"
"巴基斯坦","PK","1938","2020-04-01"
"波兰","PL","2311","2020-04-01"
"波多黎各","PR","239","2020-04-01"
"巴勒斯坦","PS","134","2020-04-01"
"葡萄牙","PT","8251","2020-04-01"
"巴拉圭","PY","65","2020-04-01"
"卡塔尔","QA","781","2020-04-01"
"留尼汪","RE","207","2020-04-01"
"罗马尼亚","RO","2245","2020-04-01"
"塞尔维亚","RS","1060","2020-04-01"
"俄罗斯","RU","2777","2020-04-01"
"卢旺达","RW","75","2020-04-01"
"沙特阿拉伯","SA","1563","2020-04-01"
"塞舌尔","SC","10","2020-04-01"
"苏丹","SD","7","2020-04-01"
"瑞典","SE","4947","2020-04-01"
"新加坡","SG","1000","2020-04-01"
"斯洛文尼亚","SI","802","2020-04-01"
"斯洛伐克","SK","400","2020-04-01"
"塞拉利昂","SL","1","2020-04-01"
"圣马力诺","SM","236","2020-04-01"
"塞内加尔","SN","190","2020-04-01"
"索马里","SO","5","2020-04-01"
"苏里南","SR","9","2020-04-01"
"萨尔瓦多","SV","32","2020-04-01"
"叙利亚","SY","10","2020-04-01"
"斯威士兰","SZ","9","2020-04-01"
"特克斯和凯科斯群岛","TC","5","2020-04-01"
"乍得","TD","7","2020-04-01"
"多哥","TG","36","2020-04-01"
"泰国","TH","1771","2020-04-01"
"东帝汶","TL","1","2020-04-01"
"突尼斯","TN","394","2020-04-01"
"土耳其","TR","13531","2020-04-01"
"特立尼达和多巴哥","TT","87","2020-04-01"
"坦桑尼亚","TZ","19","2020-04-01"
"乌克兰","UA","669","2020-04-01"
"乌干达","UG","44","2020-04-01"
"美国","US","189753","2020-04-01"
"乌拉圭","UY","338","2020-04-01"
"乌兹别克斯坦","UZ","172","2020-04-01"
"梵蒂冈","VA","6","2020-04-01"
"圣文森特和格林纳丁斯","VC","1","2020-04-01"
"委内瑞拉","VE","135","2020-04-01"
"英属维尔京群岛","VG","2","2020-04-01"
"美属维尔京群岛","VI","30","2020-04-01"
"越南","VN","212","2020-04-01"
"马约特","YT","82","2020-04-01"
"南非","ZA","1353","2020-04-01"
"赞比亚","ZM","36","2020-04-01"
"津巴布韦","ZW","8","2020-04-01"
"钻石公主号邮轮",,"1470","2020-04-02"
"安道尔","AD","428","2020-04-02"
"阿联酋","AE","814","2020-04-02"
"阿富汗","AF","239","2020-04-02"
"安提瓜和巴布达","AG","7","2020-04-02"
"安圭拉","AI","2","2020-04-02"
"阿尔巴尼亚","AL","277","2020-04-02"
"亚美尼亚","AM","663","2020-04-02"
"安哥拉","AO","8","2020-04-02"
"阿根廷","AR","1133","2020-04-02"
"奥地利","AT","10927","2020-04-02"
"澳大利亚","AU","5108","2020-04-02"
"阿鲁巴","AW","55","2020-04-02"
"阿塞拜疆","AZ","400","2020-04-02"
"巴巴多斯","BB","34","2020-04-02"
"孟加拉国","BD","56","2020-04-02"
"比利时","BE","15348","2020-04-02"
"布基纳法索","BF","288","2020-04-02"
"保加利亚","BG","449","2020-04-02"
"巴林","BH","635","2020-04-02"
"布隆迪","BI","2","2020-04-02"
"贝宁","BJ","13","2020-04-02"
"圣巴泰勒米","BL","3","2020-04-02"
"百慕大","BM","27","2020-04-02"
"文莱","BN","133","2020-04-02"
"玻利维亚","BO","115","2020-04-02"
"巴西","BR","6932","2020-04-02"
"巴哈马","BS","21","2020-04-02"
"不丹","BT","4","2020-04-02"
"博茨瓦纳","BW","4","2020-04-02"
"白俄罗斯","BY","254","2020-04-02"
"伯利兹","BZ","3","2020-04-02"
"加拿大","CA","10121","2020-04-02"
"刚果（金）","CD","123","2020-04-02"
"中非","CF","8","2020-04-02"
"刚果（布）","CG","22","2020-04-02"
"瑞士","CH","18267","2020-04-02"
"科特迪瓦","CI","190","2020-04-02"
"智利","CL","3031","2020-04-02"
"喀麦隆","CM","284","2020-04-02"
"中国","CN","82802","2020-04-02"
"哥伦比亚","CO","1065","2020-04-02"
"哥斯达黎加","CR","375","2020-04-02"
"古巴","CU","212","2020-04-02"
"佛得角","CV","6","2020-04-02"
"塞浦路斯","CY","320","2020-04-02"
"捷克","CZ","3604","2020-04-02"
"德国","DE","80060","2020-04-02"
"吉布提","DJ","40","2020-04-02"
"丹麦","DK","3542","2020-04-02"
"多米尼克","DM","12","2020-04-02"
"多米尼加","DO","1284","2020-04-02"
"阿尔及利亚","DZ","847","2020-04-02"
"厄瓜多尔","EC","2758","2020-04-02"
"爱沙尼亚","EE","858","2020-04-02"
"埃及","EG","779","2020-04-02"
"厄立特里亚","ER","18","2020-04-02"
"西班牙","ES","110238","2020-04-02"
"埃塞俄比亚","ET","29","2020-04-02"
"芬兰","FI","1518","2020-04-02"
"斐济","FJ","5","2020-04-02"
"法罗群岛","FO","169","2020-04-02"
"法国","FR","57780","2020-04-02"
"加蓬","GA","18","2020-04-02"
"英国","GB","33718","2020-04-02"
"格林纳达","GD","9","2020-04-02"
"格鲁吉亚","GE","130","2020-04-02"
"法属圭亚那","GF","46","2020-04-02"
"加纳","GH","195","2020-04-02"
"直布罗陀","GI","69","2020-04-02"
"格陵兰","GL","10","2020-04-02"
"冈比亚","GM","4","2020-04-02"
"几内亚","GN","52","2020-04-02"
"瓜德罗普","GP","114","2020-04-02"
"赤道几内亚","GQ","15","2020-04-02"
"希腊","GR","1415","2020-04-02"
"危地马拉","GT","39","2020-04-02"
"关岛","GU","73","2020-04-02"
"几内亚比绍","GW","9","2020-04-02"
"圭亚那","GY","20","2020-04-02"
"洪都拉斯","HN","219","2020-04-02"
"克罗地亚","HR","1011","2020-04-02"
"海地","HT","16","2020-04-02"
"匈牙利","HU","585","2020-04-02"
"印度尼西亚","ID","1790","2020-04-02"
"爱尔兰","IE","3447","2020-04-02"
"以色列","IL","6360","2020-04-02"
"印度","IN","2069","2020-04-02"
"伊拉克","IQ","772","2020-04-02"
"伊朗","IR","50468","2020-04-02"
"冰岛","IS","1220","2020-04-02"
"意大利","IT","110574","2020-04-02"
"牙买加","JM","44","2020-04-02"
"约旦","JO","278","2020-04-02"
"日本","JP","2720","2020-04-02"
"肯尼亚","KE","110","2020-04-02"
"吉尔吉斯斯坦","KG","116","2020-04-02"
"柬埔寨","KH","110","2020-04-02"
"圣基茨和尼维斯","KN","8","2020-04-02"
"韩国","KR","9976","2020-04-02"
"科威特","KW","342","2020-04-02"
"开曼群岛","KY","8","2020-04-02"
"哈萨克斯坦","KZ","423","2020-04-02"
"老挝","LA","10","2020-04-02"
"黎巴嫩","LB","494","2020-04-02"
"圣卢西亚","LC","13","2020-04-02"
"列支敦士登","LI","72","2020-04-02"
"斯里兰卡","LK","146","2020-04-02"
"利比里亚","LR","6","2020-04-02"
"立陶宛","LT","649","2020-04-02"
"卢森堡","LU","2319","2020-04-02"
"拉脱维亚","LV","458","2020-04-02"
"利比亚","LY","10","2020-04-02"
"摩洛哥","MA","676","2020-04-02"
"摩纳哥","MC","55","2020-04-02"
"摩尔多瓦","MD","423","2020-04-02"
"黑山","ME","123","2020-04-02"
"马达加斯加","MG","57","2020-04-02"
"北马其顿","MK","354","2020-04-02"
"马里","ML","31","2020-04-02"
"缅甸","MM","20","2020-04-02"
"马提尼克","MQ","119","2020-04-02"
"蒙特塞拉特","MS","5","2020-04-02"
"马耳他","MT","196","2020-04-02"
"毛里求斯","MU","161","2020-04-02"
"马尔代夫","MV","19","2020-04-02"
"墨西哥","MX","1378","2020-04-02"
"马来西亚","MY","3116","2020-04-02"
"莫桑比克","MZ","10","2020-04-02"
"新喀里多尼亚","NC","16","2020-04-02"
"尼日尔","NE","74","2020-04-02"
"尼日利亚","NG","174","2020-04-02"
"尼加拉瓜","NI","5","2020-04-02"
"荷兰","NL","14779","2020-04-02"
"挪威","NO","5071","2020-04-02"
"尼泊尔","NP","6","2020-04-02"
"新西兰","NZ","797","2020-04-02"
"阿曼","OM","231","2020-04-02"
"巴拿马","PA","1317","2020-04-02"
"秘鲁","PE","1323","2020-04-02"
"法属波利尼西亚","PF","37","2020-04-02"
"巴布亚新几内亚","PG","1","2020-04-02"
"菲律宾","PH","2633","2020-04-02"
"巴基斯坦","PK","2291","2020-04-02"
"波兰","PL","2633","2020-04-02"
"波多黎各","PR","239","2020-04-02"
"巴勒斯坦","PS","134","2020-04-02"
"葡萄牙","PT","9034","2020-04-02"
"巴拉圭","PY","69","2020-04-02"
"卡塔尔","QA","835","2020-04-02"
"留尼汪","RE","247","2020-04-02"
"罗马尼亚","RO","2738","2020-04-02"
"塞尔维亚","RS","1060","2020-04-02"
"俄罗斯","RU","3548","2020-04-02"
"卢旺达","RW","82","2020-04-02"
"沙特阿拉伯","SA","1885","2020-04-02"
"塞舌尔","SC","10","2020-04-02"
"苏丹","SD","7","2020-04-02"
"瑞典","SE","5466","2020-04-02"
"新加坡","SG","1049","2020-04-02"
"斯洛文尼亚","SI","897","2020-04-02"
"斯洛伐克","SK","426","2020-04-02"
"塞拉利昂","SL","2","2020-04-02"
"圣马力诺","SM","236","2020-04-02"
"塞内加尔","SN","195","2020-04-02"
"索马里","SO","5","2020-04-02"
"苏里南","SR","10","2020-04-02"
"萨尔瓦多","SV","32","2020-04-02"
"叙利亚","SY","16","2020-04-02"
"斯威士兰","SZ","9","2020-04-02"
"特克斯和凯科斯群岛","TC","5","2020-04-02"
"乍得","TD","7","2020-04-02"
"多哥","TG","39","2020-04-02"
"泰国","TH","1875","2020-04-02"
"东帝汶","TL","1","2020-04-02"
"突尼斯","TN","423","2020-04-02"
"土耳其","TR","15679","2020-04-02"
"特立尼达和多巴哥","TT","90","2020-04-02"
"坦桑尼亚","TZ","20","2020-04-02"
"乌克兰","UA","804","2020-04-02"
"乌干达","UG","44","2020-04-02"
"美国","US","216722","2020-04-02"
"乌拉圭","UY","350","2020-04-02"
"乌兹别克斯坦","UZ","190","2020-04-02"
"梵蒂冈","VA","6","2020-04-02"
"圣文森特和格林纳丁斯","VC","1","2020-04-02"
"委内瑞拉","VE","143","2020-04-02"
"英属维尔京群岛","VG","3","2020-04-02"
"美属维尔京群岛","VI","30","2020-04-02"
"越南","VN","227","2020-04-02"
"马约特","YT","101","2020-04-02"
"南非","ZA","1380","2020-04-02"
"赞比亚","ZM","39","2020-04-02"
"津巴布韦","ZW","8","2020-04-02"
"钻石公主号邮轮",,"1549","2020-04-03"
"安道尔","AD","428","2020-04-03"
"阿联酋","AE","1024","2020-04-03"
"阿富汗","AF","273","2020-04-03"
"安提瓜和巴布达","AG","9","2020-04-03"
"安圭拉","AI","2","2020-04-03"
"阿尔巴尼亚","AL","304","2020-04-03"
"亚美尼亚","AM","736","2020-04-03"
"安哥拉","AO","8","2020-04-03"
"阿根廷","AR","1265","2020-04-03"
"奥地利","AT","11350","2020-04-03"
"澳大利亚","AU","5330","2020-04-03"
"阿鲁巴","AW","55","2020-04-03"
"阿塞拜疆","AZ","443","2020-04-03"
"巴巴多斯","BB","46","2020-04-03"
"孟加拉国","BD","61","2020-04-03"
"比利时","BE","16770","2020-04-03"
"布基纳法索","BF","288","2020-04-03"
"保加利亚","BG","477","2020-04-03"
"巴林","BH","672","2020-04-03"
"布隆迪","BI","3","2020-04-03"
"贝宁","BJ","13","2020-04-03"
"圣巴泰勒米","BL","3","2020-04-03"
"百慕大","BM","32","2020-04-03"
"文莱","BN","134","2020-04-03"
"玻利维亚","BO","132","2020-04-03"
"巴西","BR","8076","2020-04-03"
"巴哈马","BS","24","2020-04-03"
"不丹","BT","5","2020-04-03"
"博茨瓦纳","BW","4","2020-04-03"
"白俄罗斯","BY","351","2020-04-03"
"伯利兹","BZ","3","2020-04-03"
"加拿大","CA","11284","2020-04-03"
"刚果（金）","CD","134","2020-04-03"
"中非","CF","8","2020-04-03"
"刚果（布）","CG","41","2020-04-03"
"瑞士","CH","19303","2020-04-03"
"科特迪瓦","CI","194","2020-04-03"
"智利","CL","3404","2020-04-03"
"喀麦隆","CM","306","2020-04-03"
"中国","CN","82875","2020-04-03"
"哥伦比亚","CO","1161","2020-04-03"
"哥斯达黎加","CR","396","2020-04-03"
"古巴","CU","233","2020-04-03"
"佛得角","CV","6","2020-04-03"
"塞浦路斯","CY","356","2020-04-03"
"捷克","CZ","3869","2020-04-03"
"德国","DE","85122","2020-04-03"
"吉布提","DJ","49","2020-04-03"
"丹麦","DK","3861","2020-04-03"
"多米尼克","DM","12","2020-04-03"
"多米尼加","DO","1380","2020-04-03"
"阿尔及利亚","DZ","986","2020-04-03"
"厄瓜多尔","EC","3163","2020-04-03"
"爱沙尼亚","EE","961","2020-04-03"
"埃及","EG","865","2020-04-03"
"厄立特里亚","ER","22","2020-04-03"
"西班牙","ES","117710","2020-04-03"
"埃塞俄比亚","ET","35","2020-04-03"
"芬兰","FI","1615","2020-04-03"
"斐济","FJ","7","2020-04-03"
"法罗群岛","FO","179","2020-04-03"
"法国","FR","59929","2020-04-03"
"加蓬","GA","21","2020-04-03"
"英国","GB","38168","2020-04-03"
"格林纳达","GD","10","2020-04-03"
"格鲁吉亚","GE","148","2020-04-03"
"法属圭亚那","GF","51","2020-04-03"
"加纳","GH","204","2020-04-03"
"直布罗陀","GI","69","2020-04-03"
"格陵兰","GL","10","2020-04-03"
"冈比亚","GM","4","2020-04-03"
"几内亚","GN","52","2020-04-03"
"瓜德罗普","GP","125","2020-04-03"
"赤道几内亚","GQ","15","2020-04-03"
"希腊","GR","1544","2020-04-03"
"危地马拉","GT","47","2020-04-03"
"关岛","GU","77","2020-04-03"
"几内亚比绍","GW","9","2020-04-03"
"圭亚那","GY","20","2020-04-03"
"洪都拉斯","HN","222","2020-04-03"
"克罗地亚","HR","1079","2020-04-03"
"海地","HT","18","2020-04-03"
"匈牙利","HU","623","2020-04-03"
"印度尼西亚","ID","1986","2020-04-03"
"爱尔兰","IE","3849","2020-04-03"
"以色列","IL","7030","2020-04-03"
"印度","IN","2567","2020-04-03"
"伊拉克","IQ","772","2020-04-03"
"伊朗","IR","53183","2020-04-03"
"冰岛","IS","1319","2020-04-03"
"意大利","IT","115242","2020-04-03"
"牙买加","JM","47","2020-04-03"
"约旦","JO","299","2020-04-03"
"日本","JP","3111","2020-04-03"
"肯尼亚","KE","110","2020-04-03"
"吉尔吉斯斯坦","KG","130","2020-04-03"
"柬埔寨","KH","114","2020-04-03"
"圣基茨和尼维斯","KN","9","2020-04-03"
"韩国","KR","10062","2020-04-03"
"科威特","KW","417","2020-04-03"
"开曼群岛","KY","8","2020-04-03"
"哈萨克斯坦","KZ","453","2020-04-03"
"老挝","LA","10","2020-04-03"
"黎巴嫩","LB","508","2020-04-03"
"圣卢西亚","LC","13","2020-04-03"
"列支敦士登","LI","75","2020-04-03"
"斯里兰卡","LK","151","2020-04-03"
"利比里亚","LR","6","2020-04-03"
"立陶宛","LT","696","2020-04-03"
"卢森堡","LU","2487","2020-04-03"
"拉脱维亚","LV","493","2020-04-03"
"利比亚","LY","11","2020-04-03"
"摩洛哥","MA","735","2020-04-03"
"摩纳哥","MC","60","2020-04-03"
"摩尔多瓦","MD","505","2020-04-03"
"黑山","ME","160","2020-04-03"
"马达加斯加","MG","59","2020-04-03"
"北马其顿","MK","384","2020-04-03"
"马里","ML","39","2020-04-03"
"缅甸","MM","20","2020-04-03"
"马提尼克","MQ","128","2020-04-03"
"蒙特塞拉特","MS","5","2020-04-03"
"马耳他","MT","202","2020-04-03"
"毛里求斯","MU","169","2020-04-03"
"马尔代夫","MV","19","2020-04-03"
"马拉维","MW","3","2020-04-03"
"墨西哥","MX","1510","2020-04-03"
"马来西亚","MY","3333","2020-04-03"
"莫桑比克","MZ","10","2020-04-03"
"新喀里多尼亚","NC","16","2020-04-03"
"尼日尔","NE","98","2020-04-03"
"尼日利亚","NG","190","2020-04-03"
"尼加拉瓜","NI","5","2020-04-03"
"荷兰","NL","15819","2020-04-03"
"挪威","NO","5296","2020-04-03"
"尼泊尔","NP","6","2020-04-03"
"新西兰","NZ","868","2020-04-03"
"阿曼","OM","252","2020-04-03"
"巴拿马","PA","1475","2020-04-03"
"秘鲁","PE","1414","2020-04-03"
"法属波利尼西亚","PF","37","2020-04-03"
"巴布亚新几内亚","PG","1","2020-04-03"
"菲律宾","PH","3018","2020-04-03"
"巴基斯坦","PK","2458","2020-04-03"
"波兰","PL","3149","2020-04-03"
"波多黎各","PR","286","2020-04-03"
"巴勒斯坦","PS","171","2020-04-03"
"葡萄牙","PT","9886","2020-04-03"
"巴拉圭","PY","92","2020-04-03"
"卡塔尔","QA","949","2020-04-03"
"留尼汪","RE","281","2020-04-03"
"罗马尼亚","RO","3183","2020-04-03"
"塞尔维亚","RS","1476","2020-04-03"
"俄罗斯","RU","4149","2020-04-03"
"卢旺达","RW","84","2020-04-03"
"沙特阿拉伯","SA","2039","2020-04-03"
"塞舌尔","SC","10","2020-04-03"
"苏丹","SD","8","2020-04-03"
"瑞典","SE","6078","2020-04-03"
"新加坡","SG","1114","2020-04-03"
"斯洛文尼亚","SI","934","2020-04-03"
"斯洛伐克","SK","450","2020-04-03"
"塞拉利昂","SL","2","2020-04-03"
"圣马力诺","SM","245","2020-04-03"
"塞内加尔","SN","207","2020-04-03"
"索马里","SO","5","2020-04-03"
"苏里南","SR","10","2020-04-03"
"萨尔瓦多","SV","46","2020-04-03"
"叙利亚","SY","16","2020-04-03"
"斯威士兰","SZ","9","2020-04-03"
"特克斯和凯科斯群岛","TC","5","2020-04-03"
"乍得","TD","8","2020-04-03"
"多哥","TG","40","2020-04-03"
"泰国","TH","1978","2020-04-03"
"东帝汶","TL","1","2020-04-03"
"突尼斯","TN","455","2020-04-03"
"土耳其","TR","18135","2020-04-03"
"特立尼达和多巴哥","TT","97","2020-04-03"
"坦桑尼亚","TZ","20","2020-04-03"
"乌克兰","UA","942","2020-04-03"
"乌干达","UG","45","2020-04-03"
"美国","US","255456","2020-04-03"
"乌拉圭","UY","369","2020-04-03"
"乌兹别克斯坦","UZ","221","2020-04-03"
"梵蒂冈","VA","7","2020-04-03"
"圣文森特和格林纳丁斯","VC","2","2020-04-03"
"委内瑞拉","VE","146","2020-04-03"
"英属维尔京群岛","VG","3","2020-04-03"
"美属维尔京群岛","VI","30","2020-04-03"
"越南","VN","237","2020-04-03"
"马约特","YT","116","2020-04-03"
"南非","ZA","1462","2020-04-03"
"赞比亚","ZM","39","2020-04-03"
"津巴布韦","ZW","9","2020-04-03"
"钻石公主号邮轮",,"1649","2020-04-04"
"安道尔","AD","466","2020-04-04"
"阿联酋","AE","1505","2020-04-04"
"阿富汗","AF","299","2020-04-04"
"安提瓜和巴布达","AG","15","2020-04-04"
"安圭拉","AI","2","2020-04-04"
"阿尔巴尼亚","AL","333","2020-04-04"
"亚美尼亚","AM","770","2020-04-04"
"安哥拉","AO","8","2020-04-04"
"阿根廷","AR","1353","2020-04-04"
"奥地利","AT","11781","2020-04-04"
"澳大利亚","AU","5550","2020-04-04"
"阿鲁巴","AW","60","2020-04-04"
"阿塞拜疆","AZ","521","2020-04-04"
"巴巴多斯","BB","51","2020-04-04"
"孟加拉国","BD","70","2020-04-04"
"比利时","BE","18431","2020-04-04"
"布基纳法索","BF","302","2020-04-04"
"保加利亚","BG","503","2020-04-04"
"巴林","BH","688","2020-04-04"
"布隆迪","BI","3","2020-04-04"
"贝宁","BJ","16","2020-04-04"
"圣巴泰勒米","BL","3","2020-04-04"
"百慕大","BM","32","2020-04-04"
"文莱","BN","135","2020-04-04"
"玻利维亚","BO","139","2020-04-04"
"巴西","BR","9244","2020-04-04"
"巴哈马","BS","24","2020-04-04"
"不丹","BT","5","2020-04-04"
"博茨瓦纳","BW","4","2020-04-04"
"白俄罗斯","BY","440","2020-04-04"
"伯利兹","BZ","3","2020-04-04"
"加拿大","CA","12549","2020-04-04"
"刚果（金）","CD","148","2020-04-04"
"中非","CF","8","2020-04-04"
"刚果（布）","CG","45","2020-04-04"
"瑞士","CH","20278","2020-04-04"
"科特迪瓦","CI","218","2020-04-04"
"智利","CL","3737","2020-04-04"
"喀麦隆","CM","509","2020-04-04"
"中国","CN","82930","2020-04-04"
"哥伦比亚","CO","1267","2020-04-04"
"哥斯达黎加","CR","416","2020-04-04"
"古巴","CU","269","2020-04-04"
"佛得角","CV","7","2020-04-04"
"塞浦路斯","CY","396","2020-04-04"
"捷克","CZ","4194","2020-04-04"
"德国","DE","93817","2020-04-04"
"吉布提","DJ","50","2020-04-04"
"丹麦","DK","4077","2020-04-04"
"多米尼克","DM","14","2020-04-04"
"多米尼加","DO","1488","2020-04-04"
"阿尔及利亚","DZ","1171","2020-04-04"
"厄瓜多尔","EC","3368","2020-04-04"
"爱沙尼亚","EE","1018","2020-04-04"
"埃及","EG","985","2020-04-04"
"厄立特里亚","ER","22","2020-04-04"
"西班牙","ES","124736","2020-04-04"
"埃塞俄比亚","ET","38","2020-04-04"
"芬兰","FI","1882","2020-04-04"
"斐济","FJ","12","2020-04-04"
"法罗群岛","FO","181","2020-04-04"
"法国","FR","83029","2020-04-04"
"加蓬","GA","21","2020-04-04"
"英国","GB","41903","2020-04-04"
"格林纳达","GD","12","2020-04-04"
"格鲁吉亚","GE","156","2020-04-04"
"法属圭亚那","GF","55","2020-04-04"
"加纳","GH","205","2020-04-04"
"直布罗陀","GI","81","2020-04-04"
"格陵兰","GL","10","2020-04-04"
"冈比亚","GM","4","2020-04-04"
"几内亚","GN","73","2020-04-04"
"瓜德罗普","GP","128","2020-04-04"
"赤道几内亚","GQ","16","2020-04-04"
"希腊","GR","1643","2020-04-04"
"危地马拉","GT","50","2020-04-04"
"关岛","GU","82","2020-04-04"
"几内亚比绍","GW","15","2020-04-04"
"圭亚那","GY","23","2020-04-04"
"洪都拉斯","HN","264","2020-04-04"
"克罗地亚","HR","1126","2020-04-04"
"海地","HT","20","2020-04-04"
"匈牙利","HU","678","2020-04-04"
"印度尼西亚","ID","2092","2020-04-04"
"爱尔兰","IE","4273","2020-04-04"
"以色列","IL","7589","2020-04-04"
"印度","IN","3082","2020-04-04"
"伊拉克","IQ","820","2020-04-04"
"伊朗","IR","55743","2020-04-04"
"冰岛","IS","1417","2020-04-04"
"意大利","IT","120281","2020-04-04"
"牙买加","JM","53","2020-04-04"
"约旦","JO","310","2020-04-04"
"日本","JP","3456","2020-04-04"
"肯尼亚","KE","126","2020-04-04"
"吉尔吉斯斯坦","KG","144","2020-04-04"
"柬埔寨","KH","114","2020-04-04"
"圣基茨和尼维斯","KN","9","2020-04-04"
"韩国","KR","10156","2020-04-04"
"科威特","KW","479","2020-04-04"
"开曼群岛","KY","22","2020-04-04"
"哈萨克斯坦","KZ","525","2020-04-04"
"老挝","LA","10","2020-04-04"
"黎巴嫩","LB","520","2020-04-04"
"圣卢西亚","LC","13","2020-04-04"
"列支敦士登","LI","75","2020-04-04"
"斯里兰卡","LK","162","2020-04-04"
"利比里亚","LR","10","2020-04-04"
"立陶宛","LT","771","2020-04-04"
"卢森堡","LU","2612","2020-04-04"
"拉脱维亚","LV","509","2020-04-04"
"利比亚","LY","11","2020-04-04"
"摩洛哥","MA","858","2020-04-04"
"摩纳哥","MC","64","2020-04-04"
"摩尔多瓦","MD","752","2020-04-04"
"黑山","ME","197","2020-04-04"
"马达加斯加","MG","70","2020-04-04"
"北马其顿","MK","483","2020-04-04"
"马里","ML","41","2020-04-04"
"缅甸","MM","21","2020-04-04"
"马提尼克","MQ","131","2020-04-04"
"蒙特塞拉特","MS","5","2020-04-04"
"马耳他","MT","213","2020-04-04"
"毛里求斯","MU","196","2020-04-04"
"马尔代夫","MV","19","2020-04-04"
"马拉维","MW","3","2020-04-04"
"墨西哥","MX","1688","2020-04-04"
"马来西亚","MY","3483","2020-04-04"
"莫桑比克","MZ","10","2020-04-04"
"新喀里多尼亚","NC","18","2020-04-04"
"尼日尔","NE","120","2020-04-04"
"尼日利亚","NG","210","2020-04-04"
"尼加拉瓜","NI","5","2020-04-04"
"荷兰","NL","16627","2020-04-04"
"挪威","NO","5519","2020-04-04"
"尼泊尔","NP","9","2020-04-04"
"新西兰","NZ","950","2020-04-04"
"阿曼","OM","277","2020-04-04"
"巴拿马","PA","1673","2020-04-04"
"秘鲁","PE","1595","2020-04-04"
"法属波利尼西亚","PF","37","2020-04-04"
"巴布亚新几内亚","PG","1","2020-04-04"
"菲律宾","PH","3094","2020-04-04"
"巴基斯坦","PK","2708","2020-04-04"
"波兰","PL","3503","2020-04-04"
"波多黎各","PR","316","2020-04-04"
"巴勒斯坦","PS","210","2020-04-04"
"葡萄牙","PT","10524","2020-04-04"
"巴拉圭","PY","96","2020-04-04"
"卡塔尔","QA","1075","2020-04-04"
"留尼汪","RE","308","2020-04-04"
"罗马尼亚","RO","3613","2020-04-04"
"塞尔维亚","RS","1476","2020-04-04"
"俄罗斯","RU","4731","2020-04-04"
"卢旺达","RW","89","2020-04-04"
"沙特阿拉伯","SA","2179","2020-04-04"
"塞舌尔","SC","10","2020-04-04"
"苏丹","SD","8","2020-04-04"
"瑞典","SE","6443","2020-04-04"
"新加坡","SG","1189","2020-04-04"
"斯洛文尼亚","SI","977","2020-04-04"
"斯洛伐克","SK","471","2020-04-04"
"塞拉利昂","SL","2","2020-04-04"
"圣马力诺","SM","251","2020-04-04"
"塞内加尔","SN","219","2020-04-04"
"索马里","SO","7","2020-04-04"
"苏里南","SR","10","2020-04-04"
"萨尔瓦多","SV","56","2020-04-04"
"叙利亚","SY","16","2020-04-04"
"斯威士兰","SZ","9","2020-04-04"
"特克斯和凯科斯群岛","TC","5","2020-04-04"
"乍得","TD","9","2020-04-04"
"多哥","TG","41","2020-04-04"
"泰国","TH","2067","2020-04-04"
"东帝汶","TL","1","2020-04-04"
"突尼斯","TN","495","2020-04-04"
"土耳其","TR","20921","2020-04-04"
"特立尼达和多巴哥","TT","101","2020-04-04"
"坦桑尼亚","TZ","20","2020-04-04"
"乌克兰","UA","1096","2020-04-04"
"乌干达","UG","48","2020-04-04"
"美国","US","288993","2020-04-04"
"乌拉圭","UY","386","2020-04-04"
"乌兹别克斯坦","UZ","227","2020-04-04"
"梵蒂冈","VA","7","2020-04-04"
"圣文森特和格林纳丁斯","VC","2","2020-04-04"
"委内瑞拉","VE","153","2020-04-04"
"英属维尔京群岛","VG","3","2020-04-04"
"美属维尔京群岛","VI","33","2020-04-04"
"越南","VN","239","2020-04-04"
"马约特","YT","128","2020-04-04"
"南非","ZA","1505","2020-04-04"
"赞比亚","ZM","39","2020-04-04"
"津巴布韦","ZW","9","2020-04-04"
"钻石公主号邮轮",,"1783","2020-04-05"
"安道尔","AD","501","2020-04-05"
"阿联酋","AE","1505","2020-04-05"
"阿富汗","AF","337","2020-04-05"
"安提瓜和巴布达","AG","15","2020-04-05"
"安圭拉","AI","3","2020-04-05"
"阿尔巴尼亚","AL","361","2020-04-05"
"亚美尼亚","AM","822","2020-04-05"
"安哥拉","AO","10","2020-04-05"
"阿根廷","AR","1451","2020-04-05"
"奥地利","AT","11897","2020-04-05"
"澳大利亚","AU","5687","2020-04-05"
"阿鲁巴","AW","62","2020-04-05"
"阿塞拜疆","AZ","584","2020-04-05"
"巴巴多斯","BB","52","2020-04-05"
"孟加拉国","BD","88","2020-04-05"
"比利时","BE","19691","2020-04-05"
"布基纳法索","BF","318","2020-04-05"
"保加利亚","BG","522","2020-04-05"
"巴林","BH","698","2020-04-05"
"布隆迪","BI","3","2020-04-05"
"贝宁","BJ","16","2020-04-05"
"圣巴泰勒米","BL","3","2020-04-05"
"百慕大","BM","35","2020-04-05"
"文莱","BN","135","2020-04-05"
"玻利维亚","BO","157","2020-04-05"
"巴西","BR","10360","2020-04-05"
"巴哈马","BS","28","2020-04-05"
"不丹","BT","5","2020-04-05"
"博茨瓦纳","BW","4","2020-04-05"
"白俄罗斯","BY","562","2020-04-05"
"伯利兹","BZ","3","2020-04-05"
